Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
11004,1.226231545,-0.109795455,0.739753275,0.139035246,-0.676053766,-0.337849505,-0.594982324,0.006406328,1.606863302,-0.329967102,1.925596763,-2.164938923,1.05221868,1.793287671,-0.018239353,0.812805566,-0.035218221,0.845216866,0.014731204,-0.104531641,-0.044592997,0.062450568,-0.059469609,0.0134091,0.196730968,1.035954406,-0.098372758,-0.009103382,15.95,Not_Fraud
11004,1.182042174,-0.18846615,0.710165832,0.157118406,-0.702167685,-0.328001704,-0.569139528,0.004652336,1.614851918,-0.338692352,1.909338485,-2.202080727,0.989120147,1.811741923,-0.007453583,0.820661655,-0.032655367,0.860114138,0.009920291,-0.061779778,-0.031774908,0.043679742,-0.079653229,0.007169464,0.186700985,1.034068537,-0.103180962,-0.00529265,39,Not_Fraud
11004,-0.960605962,0.983574185,1.831888589,-0.686458166,-0.16444134,-0.653869099,0.560970292,-0.336166196,1.308961816,0.062342044,2.674416903,-1.555842933,2.250557669,1.161601303,-0.453841455,0.229856925,0.027376844,0.319275137,0.167452802,0.256804673,-0.214443882,-0.062590884,0.055016925,0.53328704,-0.595292578,0.720726413,-0.044604754,0.042600783,20,Not_Fraud
11004,1.261486257,-0.08830911,0.543957554,0.019416968,-0.39532587,-0.049038112,-0.572113784,0.009376013,1.56884701,-0.343143615,1.561736058,-2.074306978,1.617312704,1.668499842,-0.035087713,0.935202871,-0.243265772,0.948469347,0.199113042,-0.058313424,-0.071753434,0.010893772,-0.127480959,-0.486435681,0.279071702,1.06589163,-0.095807358,-0.013261155,15.95,Not_Fraud
11004,1.226029458,-0.129760487,0.734023273,0.141713199,-0.700648533,-0.344406257,-0.613679549,0.022062841,1.648591292,-0.321872875,1.878599167,-2.311506597,0.776631856,1.848132867,0.011997246,0.825732784,-0.019469979,0.879028058,0.016591853,-0.122188631,-0.047761577,0.039880637,-0.056161753,0.005863771,0.187406339,1.036877917,-0.100174336,-0.009695253,15.95,Not_Fraud
11004,1.228072466,-0.008806333,0.715851389,0.24967532,-0.58793274,-0.595599582,-0.345294907,-0.242491576,1.605318758,-0.5600779,0.492895412,-1.947409695,2.867942229,1.257448598,0.498525113,0.547784072,0.106486487,0.153549341,-0.282002313,0.042635547,-0.064587745,0.073049281,-0.09186723,0.083724412,0.280793597,1.047125939,-0.087697085,0.008468158,39,Not_Fraud
11004,1.228163433,-0.106603129,0.740874584,0.138222938,-0.67506752,-0.338209372,-0.596309304,0.006665882,1.606981089,-0.329501338,1.925582436,-2.164980112,1.052040393,1.793061275,-0.018365153,0.812673671,-0.035247868,0.845011979,0.015050594,-0.106568101,-0.045198928,0.062978356,-0.05858821,0.013357787,0.197098144,1.036061058,-0.098183811,-0.009277499,14.95,Not_Fraud
11004,0.90044927,-1.114918623,0.748098493,-0.883826138,-1.574040465,-0.838000655,-0.58541366,-0.120410877,3.39144831,-1.583012031,0.333945528,-2.429043321,0.491758397,1.491033493,0.753614841,-0.367452406,0.729934082,0.65959476,0.419920263,0.189062586,0.065709592,0.207762965,-0.249487497,0.369874922,0.350274829,0.059706263,-0.025750592,0.047879596,197,Not_Fraud
11005,-1.436579514,0.365688652,1.713423585,-0.779681835,-2.7097509,1.319299464,2.397371834,-0.709982703,2.244662571,-1.062735946,0.750081091,-2.474951149,1.436514791,0.427794138,-0.760458767,0.079702306,0.507146888,-0.662422155,-1.114509587,-0.807448672,-0.347667593,0.095508257,-0.170405192,0.454100997,-0.619910206,0.68913631,-0.446457291,-0.125306332,500,Not_Fraud
11005,1.251801534,-0.096077396,0.595754642,0.051399482,-0.471963397,-0.124280284,-0.580812278,0.011152114,1.582748508,-0.33890107,1.658765941,-2.112360879,1.437319549,1.707606756,-0.027272964,0.902612013,-0.184404899,0.923069959,0.148144205,-0.072237417,-0.064542479,0.022578823,-0.107806099,-0.338071942,0.255639688,1.057183768,-0.096738665,-0.012059889,15.95,Not_Fraud
11005,-0.432939058,0.603287726,1.837605151,0.115153269,-0.328777983,-0.731422021,0.015636427,-0.153407388,1.239877359,-0.607609626,0.448007946,-2.882754675,1.436212243,1.471022232,0.733779688,0.123963721,0.545237181,0.453299231,0.418805781,-0.036646369,0.058242896,0.415674001,-0.092048272,0.409269254,-0.763256008,1.01590306,-0.035925727,0.136032166,15.95,Not_Fraud
11005,1.308484581,0.069616092,0.545896375,0.115438534,-0.312409642,-0.324752923,-0.37390094,-0.216854149,1.610789347,-0.554043884,0.097298765,-2.000529691,3.147575795,1.18343613,0.508673133,0.675229077,-0.080151643,0.280713284,-0.094751525,0.022018083,-0.10842323,0.013709707,-0.132406586,-0.392796878,0.360448054,1.078788429,-0.082475602,-0.000158149,14.95,Not_Fraud
11006,-1.669155264,1.274485378,-0.90978158,-0.201197356,2.94037167,3.177675137,0.089710277,0.63029201,1.362082554,1.011120832,0.782624908,-2.750534336,1.587113858,1.635548231,0.444371463,-0.227773174,0.045166393,0.575496646,0.613439127,0.300012929,-0.278845083,-0.229555323,-0.148067609,0.943046987,0.08718894,-0.393307193,0.295081178,0.603495437,14.15,Not_Fraud
11006,1.217511984,-0.106988384,0.533868879,0.030776288,-0.350423243,-0.022712111,-0.490109504,-0.039662115,1.451380066,-0.376138598,1.691309688,-1.670296474,2.379285976,1.522893983,-0.115338683,0.902693191,-0.28589007,0.860211221,0.186634312,0.037183708,-0.049073133,0.060795568,-0.156893821,-0.464503275,0.296251039,1.06089364,-0.095208245,-0.007620093,39,Not_Fraud
11007,1.3445078,-0.098037541,0.267101615,0.004647107,-0.224364708,-0.052698052,-0.524530466,-0.063990483,1.961503515,-0.493087645,-0.755839315,-3.282816741,1.182570829,1.560673062,0.776165234,0.935598223,-0.165960158,0.716919453,0.130095272,-0.08998342,-0.168389995,-0.259014475,-0.177803322,-1.010557902,0.365063277,1.120351494,-0.09688771,-0.010099145,15.95,Not_Fraud
11007,1.286343041,-0.009367332,0.426667499,-0.07233401,-0.120996137,0.17466088,-0.496933265,-0.037863692,1.40816505,-0.378338471,1.464595675,-1.540308099,2.892156463,1.406237319,-0.143535335,0.977447745,-0.436427915,0.910405656,0.319173503,0.030575536,-0.080156544,0.047746456,-0.184136217,-0.794005246,0.365607688,1.082923219,-0.08830909,-0.014102449,15.95,Not_Fraud
11007,1.225730599,-0.090848009,0.58993217,-0.026877857,-0.586043862,-0.479929771,-0.431961963,-0.04308566,1.552366317,-0.401989955,1.997848665,-2.094008513,1.011424819,1.892374319,-0.079375214,0.706934808,0.039907953,0.552094423,0.238101162,-0.091775015,-0.250327849,-0.578300695,0.04520426,-0.032460673,0.075858174,0.869802921,-0.110394336,-0.008573723,23.12,Not_Fraud
11007,1.217259375,-0.131944674,0.526706376,0.034123729,-0.381166702,-0.030908051,-0.513481036,-0.020091474,1.503540054,-0.366020814,1.632562693,-1.853506066,2.034802446,1.591450477,-0.077542934,0.918852214,-0.266204769,0.902475211,0.188960123,0.01511247,-0.053033858,0.032583154,-0.152759002,-0.473934936,0.284595252,1.062048029,-0.097460218,-0.008359933,39,Not_Fraud
11008,1.227481579,-0.025040397,0.761797023,0.126343928,-0.568758249,-0.306791252,-0.515588921,-0.059819256,1.429790934,-0.364380514,2.120497428,-1.543475594,2.225151348,1.559720115,-0.146417957,0.759449005,-0.104205819,0.703241123,0.008909316,-0.029263733,-0.031483004,0.157409948,-0.074222322,0.039940689,0.237125213,1.032371073,-0.090718633,-0.006642641,15.95,Not_Fraud
11008,1.208676063,0.00060559,1.093222034,0.454500078,-1.11365425,-1.151433747,-0.438346414,-0.226301498,1.731430616,-0.514753955,1.083445432,-2.300495305,1.489829402,1.548298575,0.563109844,0.341083335,0.500229899,0.006358312,-0.602978704,-0.111786101,-0.033770075,0.150916347,0.052706861,0.929155862,0.128625371,0.998960126,-0.09003766,0.010759338,15.95,Not_Fraud
11008,1.297322512,-0.048578411,0.358638287,-0.100897081,-0.098850577,0.244560668,-0.538401661,0.002966105,1.497992818,-0.362118943,1.255625876,-1.868782158,2.380781375,1.504247281,-0.074581298,1.04120458,-0.454103178,1.019308243,0.372820979,-0.000886989,-0.095651603,-0.020750266,-0.192406529,-0.926415182,0.365762561,1.092330235,-0.091879494,-0.016625723,14.95,Not_Fraud
11008,-2.594298917,0.193219736,0.821785342,-0.396868417,-0.566190662,-1.348966419,-0.528347029,0.738595013,1.500329011,-0.902538586,0.001963994,-2.78823875,0.947851005,1.978203625,0.075008951,0.959423641,0.373973834,0.424384731,-0.864554831,-0.532117402,-0.103619385,0.274750942,0.719995242,0.362927512,-0.150737416,0.895289144,0.224932121,-0.044057629,39,Not_Fraud
11008,1.144825204,-0.114253197,0.952330085,0.275255309,-0.890217903,-0.615757582,-0.501614557,-0.07669154,1.452939815,-0.363744872,2.530619993,-1.585411217,1.721275126,1.679532128,-0.137378152,0.625268965,0.115383668,0.583515302,-0.198087573,-0.026247648,0.013037764,0.210256146,-0.023176944,0.567710708,0.142978012,0.997993346,-0.097075781,0.001928589,39,Not_Fraud
11008,1.203759909,-0.029060417,0.900251263,0.208241508,-0.751659105,-0.509066553,-0.51966198,-0.07264362,1.434563335,-0.359429686,2.38724315,-1.528965385,1.986213633,1.615819584,-0.151748912,0.670497945,0.027340475,0.616293186,-0.115322253,-0.052155554,-0.011603073,0.204885508,-0.03165089,0.353964884,0.186331477,1.013006326,-0.091369682,-0.003791269,15.95,Not_Fraud
11009,-0.156411009,0.620636802,1.406475802,-0.628884447,-0.688924203,-0.138682351,-0.560725563,-1.644437049,1.30140804,-0.758749667,2.226413795,-1.556715524,1.723602851,1.685266061,-0.680990243,0.950539074,-0.129192885,0.59896825,-0.893850495,-0.442960924,1.516617078,-0.361888546,-0.047466175,0.325506514,0.57232108,0.941687368,0.096118653,0.190176731,39,Not_Fraud
11009,-0.732462329,0.36594573,2.042805303,-1.182255461,0.624935944,0.127689945,0.31041345,-0.032578355,1.183729166,-0.882070334,0.995098469,-3.011252526,0.746441859,1.45055627,-0.47076103,1.132645522,-0.640063323,1.227968478,-0.152349366,0.036596724,-0.089338927,-0.054941168,-0.446041928,-0.848338444,0.297854819,0.97690389,-0.256749717,-0.197480842,14.95,Not_Fraud
11010,1.226534675,-0.079847908,0.748348278,0.135018317,-0.639161615,-0.328014377,-0.566936485,-0.017078441,1.544271317,-0.342108442,1.996093158,-1.945087412,1.465598916,1.711019878,-0.063594252,0.793414739,-0.058840583,0.794500078,0.01194023,-0.078046156,-0.039840127,0.096305465,-0.064431393,0.024727092,0.210717913,1.034569139,-0.095670391,-0.008215574,15.95,Not_Fraud
11010,1.282179307,0.697486028,0.053702468,1.299752413,0.210882419,-1.121076451,0.534301913,-0.499616472,0.836924449,-0.35758303,0.777088108,-1.695975829,2.753853919,1.775935259,-0.178268224,-0.299010868,0.356069828,-0.234494511,-0.463797767,-0.128284346,-0.135085183,-0.027572294,-0.146214902,0.376063212,0.867556699,-0.33873207,-0.027219821,0.006828863,0.89,Not_Fraud
11010,1.18908764,-0.040458394,0.981659119,0.258880214,-0.872849288,-0.632479005,-0.531093521,-0.072579604,1.455777454,-0.352878344,2.531631781,-1.585091044,1.716837173,1.674603988,-0.141208151,0.621388137,0.11553243,0.57773443,-0.191358025,-0.073776717,-0.000746623,0.223699962,-0.003395402,0.553814231,0.150955844,1.001018553,-0.092624996,-0.002204065,15.95,Not_Fraud
11010,1.254642814,-0.003042428,0.622660961,0.038536387,-0.360300698,-0.095134767,-0.498001742,-0.059042641,1.395090339,-0.374859327,1.870240798,-1.452847534,2.67728197,1.460576981,-0.16346346,0.844307637,-0.255301633,0.770714709,0.140090675,0.005182577,-0.0508898,0.124671302,-0.121810051,-0.304169277,0.297967697,1.053134621,-0.088442615,-0.009570583,14.95,Not_Fraud
11010,1.189845466,0.034410474,1.003146627,0.24883789,-0.78061891,-0.607891185,-0.460978923,-0.131291528,1.299297491,-0.383231695,2.707872767,-1.035462266,2.750287763,1.468934505,-0.254595398,0.572911069,0.056476524,0.450942461,-0.198335458,-0.007563005,0.011135552,0.308337204,-0.015799861,0.582109212,0.185923205,0.997555387,-0.085869078,1.55E-05,15.95,Not_Fraud
11011,1.217259375,-0.131944674,0.526706376,0.034123729,-0.381166702,-0.030908051,-0.513481036,-0.020091474,1.503540054,-0.366020814,1.632562693,-1.853506066,2.034802446,1.591450477,-0.077542934,0.918852214,-0.266204769,0.902475211,0.188960123,0.01511247,-0.053033858,0.032583154,-0.152759002,-0.473934936,0.284595252,1.062048029,-0.097460218,-0.008359933,39,Not_Fraud
11011,1.254573044,-0.701111686,0.791742607,-0.359877268,-1.295698683,-0.62395589,-0.918159329,-0.070899785,0.827185898,0.241002067,0.933958537,-3.664290137,0.483733514,1.48312432,0.546450828,0.891169054,1.370460343,-1.160927369,-0.35538575,-0.004396577,0.262749201,0.83499701,-0.081573337,0.365948241,0.370498703,-0.05543427,-0.009695829,0.015635715,53.79,Not_Fraud
11011,1.259835276,-0.196615453,0.467976716,0.16276368,-0.575143529,-0.386813759,-0.51850275,-0.076230327,2.004495164,-0.488219682,-0.347491804,-3.390662434,0.533460314,1.710200599,0.798015981,0.800369053,0.071001791,0.605788925,-0.085389092,-0.097335111,-0.123769786,-0.212119641,-0.122714329,-0.475957158,0.262547941,1.085563667,-0.104039212,-0.00171264,39,Not_Fraud
11011,1.20259051,-0.052568266,0.848946257,0.340017994,-0.826147503,-0.815811873,-0.387580599,-0.223437995,1.692297127,-0.53901554,0.684390719,-2.221288536,2.07114979,1.424921831,0.553240565,0.478952568,0.277237955,0.128134858,-0.410538471,-0.015918461,-0.049747605,0.078103301,-0.039263282,0.418351406,0.208662502,1.027623433,-0.092036129,0.010482143,39,Not_Fraud
11012,1.27260248,0.064776778,0.74169757,0.230951629,-0.565199756,-0.603894514,-0.375881816,-0.236508859,1.608033729,-0.549342042,0.492565171,-1.948359095,2.863832722,1.25223017,0.495625435,0.544743903,0.105803121,0.148826689,-0.274640368,-0.004304862,-0.07855445,0.085214796,-0.071550972,0.08254166,0.289256992,1.049584274,-0.083341858,0.004454744,15.95,Not_Fraud
11013,-0.799977091,0.158442618,1.978416442,-0.759756257,0.139125935,-0.801731836,-0.056989104,0.09305142,1.112475799,-0.948191144,1.924557152,-2.351572906,0.796554437,1.713948317,-0.716056144,0.868086429,-0.17665364,0.861685574,-0.67319524,-0.044070923,0.122349751,0.348387492,-0.033712715,0.321353115,-0.484342245,0.811140153,-0.010257923,0.119938562,15.95,Not_Fraud
11013,1.249368552,0.094181108,0.898277516,0.31241918,-0.719114345,-0.804710097,-0.35398439,-0.272308116,1.54881033,-0.556130763,0.853376858,-1.707842979,3.029727214,1.227994299,0.444060049,0.428951126,0.223463669,0.003146325,-0.411455277,-0.003321566,-0.052873739,0.170754191,-0.028948794,0.449062046,0.249364707,1.026614543,-0.081183848,0.008420878,14.95,Not_Fraud
11013,1.158926765,-0.132591075,0.865810078,0.230982128,-0.811284239,-0.510606749,-0.51712091,-0.055141567,1.49444035,-0.358024205,2.317076996,-1.747867496,1.576942904,1.703305805,-0.103494336,0.692928941,0.051646202,0.671732626,-0.119893224,-0.03170063,-0.002389237,0.158865097,-0.047005365,0.343829644,0.163881138,1.011933257,-0.098427276,-0.000665663,39,Not_Fraud
11014,0.295121047,0.041298708,1.140546501,0.134883589,-0.296984636,-0.961541908,-0.301729475,-0.405856256,0.201742664,0.291395194,0.946353449,-3.747110547,1.714070931,0.133482793,0.822740329,0.726018074,2.094726486,-0.241856485,1.818895345,0.409283632,0.077916356,0.571170136,0.212974259,0.263871263,-1.482771911,-0.336873285,0.110247262,0.055586327,15.95,Not_Fraud
11014,1.40244061,-0.328244749,0.064604547,-0.62651643,-0.51953556,-0.267021743,-0.858571518,-0.021192524,0.460628974,0.046548915,1.812443713,-3.193379463,1.259333012,0.521430187,-0.335516181,2.019009701,1.11646946,0.220011431,0.748520895,0.071253743,-0.104895246,-0.206558285,-0.102626479,-0.67526692,0.402655928,-0.283647063,-0.009583745,0.016710633,15.95,Not_Fraud
11014,-1.178563725,-0.448003116,1.541139912,-0.954541595,1.424750537,-0.537598855,-0.424604171,0.155675736,1.078436939,-0.958952382,1.065128225,-2.04989088,2.195712842,1.427615839,-0.810491552,1.18497256,-0.703181322,1.099437434,-0.361833733,0.217998617,0.1102876,0.18394308,-0.074763463,-0.817251076,-0.244644265,0.85996415,-0.030348749,0.12214091,14.95,Not_Fraud
11014,-4.195381765,-2.079571846,2.263782494,0.024204624,1.864446144,-0.465407476,1.858278495,-2.674160114,3.171570376,2.811316672,3.136088767,-2.740831154,2.01935307,-0.864732663,0.798978749,-0.134440532,-0.863769819,0.190926089,1.707183858,-2.404675861,-1.425492373,0.260982936,1.147667362,0.081276803,0.207384772,0.776862797,-2.425002026,-1.398842528,11.49,Not_Fraud
11015,1.307579561,0.009940367,0.532373262,0.125925415,-0.391778942,-0.353104122,-0.428879107,-0.171780468,1.736074336,-0.529629502,-0.041966249,-2.438847612,2.320352266,1.348299906,0.598426547,0.713043795,-0.031910774,0.380951386,-0.089968248,-0.031559538,-0.117718236,-0.052645034,-0.122962387,-0.427705285,0.331927656,1.082098604,-0.087784573,-0.002048643,14.95,Not_Fraud
11016,1.208029348,-0.094791639,0.591395969,0.060080849,-0.402466003,-0.091397532,-0.480110772,-0.053542527,1.423553574,-0.379990279,1.835337168,-1.561782701,2.474879645,1.507155701,-0.137760534,0.857175114,-0.242777439,0.801000641,0.133804826,0.040916705,-0.038693598,0.09505055,-0.140526817,-0.308594208,0.282143654,1.051262266,-0.094337973,-0.005826956,39,Not_Fraud
11017,1.30204334,-0.261502542,-0.722756382,-0.853728257,1.700463346,3.426329301,-1.013725785,0.793970373,1.596135576,-0.461395044,0.877489359,-2.511817334,1.798557012,1.60512334,0.761804883,0.811091617,-0.208683224,0.593796332,-0.031193312,0.046663265,-0.119160284,-0.231570258,-0.051550153,1.022013165,0.368303191,1.046159028,-0.086747765,-0.000809113,15.95,Not_Fraud
11018,-0.954561711,-0.429265151,1.793577787,-0.574656557,-0.092472932,-1.067815292,-0.885287384,0.006547761,0.060241532,0.622114262,2.402729674,-2.84964812,1.282512375,1.41060142,-0.3586958,1.014341085,1.000370856,-0.326745182,1.301309951,0.157402363,0.074929192,0.463236323,-0.09230349,0.503687549,-0.639507178,-0.343360849,0.350424831,0.192941802,15.95,Not_Fraud
11018,-1.505726685,0.939956241,1.466963931,2.916479549,0.845103473,0.825686341,1.834700175,-1.232261245,1.371772002,2.263878983,0.003056861,-2.702473221,3.034870948,-0.097139036,-0.623687101,-0.820175508,0.274788193,-0.091525416,1.316529471,0.269526294,-0.678437982,-0.022445357,0.00562277,-0.457479402,0.018187492,0.08378149,-0.541791903,-0.252864536,121.42,Not_Fraud
11018,1.443945149,-0.202365334,0.079868298,-0.511846985,-0.50449792,-0.591290584,-0.684375582,-0.230129515,0.563399814,-0.15232428,0.313902437,-3.326782204,2.363979341,0.122751901,0.249588272,1.765847362,1.319226403,-0.410928176,0.441339531,0.124387387,-0.142865285,-0.228864414,-0.099706678,-0.579775564,0.463383464,-0.270716339,0.001065794,0.029242438,15.95,Not_Fraud
11019,-0.731665818,0.672203993,1.698803433,-1.217286428,0.119192588,-0.551307256,0.409212215,0.050529577,1.058024566,-0.934661757,1.832777619,-2.061239028,1.443580174,1.601683767,-0.88201832,0.873598354,-0.303353381,0.562305351,-0.477724609,0.073734777,-0.183862238,-0.344140176,-0.043475024,-0.037210521,-0.344548262,0.683590391,0.21504285,0.157745747,24,Not_Fraud
11019,1.447656519,-0.66226598,-0.816183197,-1.622779274,1.39580849,3.34054154,-1.32339837,0.741862783,0.461248561,0.302084114,0.950672261,-3.220146571,1.894636696,1.329477115,0.316260186,1.559466414,0.410528443,-0.613284089,0.641767609,0.172724003,-0.093087477,-0.266849729,-0.012382087,0.951073595,0.499570739,-0.306994172,-0.009117756,0.009481272,15.95,Not_Fraud
11020,1.246867915,-0.003941444,0.867629936,0.324641745,-0.834157979,-0.832302746,-0.44153904,-0.197884637,1.747172086,-0.518161898,0.625313483,-2.405447528,1.722556754,1.488259897,0.588136637,0.492071422,0.296239891,0.165676196,-0.400850714,-0.084930107,-0.067675036,0.062056402,-0.014812203,0.407736992,0.205470109,1.031236157,-0.089932875,0.005728889,15.95,Not_Fraud
11021,1.182004662,-0.153431019,0.722502097,0.153742007,-0.661894599,-0.319719444,-0.536349576,-0.023061158,1.541556347,-0.352844301,1.996423398,-1.944138012,1.469708422,1.716238306,-0.060694574,0.796454908,-0.058157217,0.79922273,0.004578285,-0.031105747,-0.025873421,0.08413995,-0.084747652,0.025909845,0.202254518,1.032110804,-0.100025618,-0.00420216,39,Not_Fraud
11021,1.280266332,-0.127105252,0.632600461,0.225748644,-0.734509901,-0.594219862,-0.554155581,-0.081719829,2.011412132,-0.472642319,-0.074440676,-3.375981935,0.287957638,1.76157521,0.790176679,0.706606942,0.204424662,0.512337995,-0.205065041,-0.166950768,-0.117451207,-0.152169568,-0.058147273,-0.141275363,0.219442711,1.067527247,-0.100426334,-0.00266524,15.95,Not_Fraud
11022,1.188784509,-0.070405942,0.973064116,0.262897143,-0.909741438,-0.642314133,-0.559139359,-0.049094835,1.518369439,-0.340737004,2.461135386,-1.804942555,1.303456937,1.756871781,-0.095853252,0.640778964,0.139154792,0.628451218,-0.188567051,-0.100262202,-0.005499493,0.189845065,0.001566382,0.542496238,0.1369689,1.002403819,-0.095327364,-0.003091872,15.95,Not_Fraud
11022,1.227374312,-0.016980481,0.698048657,0.101895839,-0.575048328,-0.514682077,-0.397544326,-0.08477471,1.741465066,-0.618390131,0.868513612,-2.429709363,1.315638628,1.681272583,0.815021976,0.105806508,0.672012076,-0.539458702,-0.532861441,-0.151882128,-0.257005548,-0.484835915,0.136720898,0.064205924,0.003960417,0.896068766,-0.085355742,9.60E-05,10.23,Not_Fraud
11022,-1.463802362,0.88730822,1.475378658,-1.423627729,0.315551171,-0.143633131,0.441373736,0.017020964,1.883109351,0.199808645,2.133505113,-2.325616713,0.855718523,1.30793031,-0.475060216,0.476144445,-0.130244512,0.09163401,-0.907380247,0.35588525,-0.344346864,-0.316219251,-0.059942777,-0.350057963,-0.304165309,0.701203749,0.360498627,0.234522285,24.99,Not_Fraud
11022,1.188799478,-0.095573923,0.962418761,0.263895989,-0.93512053,-0.642083583,-0.583618838,-0.027653412,1.570406758,-0.33074989,2.401046363,-1.989421721,0.959301854,1.825137987,-0.057127182,0.657778646,0.158007966,0.671773428,-0.185608843,-0.12174478,-0.009642537,0.16035435,0.006235918,0.545778302,0.125798676,1.002991337,-0.097674894,-0.003712472,15.95,Not_Fraud
11023,1.451610132,-0.389243509,0.435590744,-0.645435804,-0.685686355,-0.428211885,-0.733663915,-0.226165882,0.590536518,0.231228634,0.041252604,-3.111878843,2.48597,1.058840589,0.146404883,1.459285619,0.582397335,-0.833181471,0.58300679,0.101558559,-0.090458087,-0.084164862,-0.085023316,-0.48443479,0.465705695,-0.271931769,-0.00998888,0.008678706,15.95,Not_Fraud
11023,-0.577685948,1.50064297,1.920044465,1.692842791,0.379572242,-0.057553477,0.681246879,-1.178592899,0.269750953,-0.174625568,1.251045621,-2.36161838,1.99893683,1.687998023,0.983265235,-1.304435368,1.355942701,-0.290527559,0.819873045,-0.000803182,0.644914023,-0.053291162,-0.210800069,0.352260101,0.287292731,-0.109856966,-0.037783911,-0.144010619,9.99,Not_Fraud
